video_id,feat
1733,[11]
1734,[5]
1735,[11]
1736,[10]
1737,[11]
1738,[6]
1739,[13]
1740,[23]
1741,[6]
1742,[13]
1743,[12]
1744,[8]
1745,"[11, 21]"
1746,[9]
1747,[8]
1748,"[9, 11]"
1749,[11]
1750,"[25, 28, 9]"
1751,[11]
1752,"[28, 9]"
1753,[26]
1754,[1]
1755,[11]
1756,[11]
1757,[11]
1758,[12]
1759,[25]
1760,"[8, 26]"
1761,[2]
1762,[8]
1763,[8]
1764,[1]
1765,[20]
1766,[9]
1767,[5]
1768,"[11, 5]"
1769,[11]
1770,[26]
1771,[25]
1772,[11]
1773,[9]
1774,[5]
1775,[11]
1776,"[25, 11]"
1777,[11]
1778,[1]
1779,[15]
1780,[5]
1781,[13]
1782,[1]
1783,[17]
1784,[19]
1785,[13]
1786,[11]
1787,"[24, 11]"
1788,[28]
1789,[11]
1790,[11]
1791,[11]
1792,[5]
1793,[16]
1794,[11]
1795,[13]
1796,[11]
1797,[5]
1798,"[1, 8]"
1799,"[9, 6]"
1800,[5]
1801,[6]
1802,[5]
1803,[28]
1804,[6]
1805,[13]
1806,[11]
1807,[9]
1808,[1]
1809,[28]
1810,[19]
1811,[8]
1812,[8]
1813,[9]
1814,[2]
1815,[20]
1816,[20]
1817,[5]
1818,[28]
1819,[3]
1820,[11]
1821,"[8, 5]"
1822,[8]
1823,[9]
1824,[5]
1825,[8]
1826,[25]
1827,[2]
1828,[5]
1829,[5]
1830,[28]
1831,[1]
1832,[11]
1833,[19]
1834,[18]
1835,[2]
1836,[18]
1837,[5]
1838,"[8, 26]"
1839,[26]
1840,[25]
1841,[19]
1842,[6]
1843,"[15, 11]"
1844,[28]
1845,[6]
1846,[12]
1847,[1]
1848,"[8, 5]"
1849,[12]
1850,[28]
1851,"[1, 26]"
1852,[4]
1853,"[9, 20]"
1854,[1]
1855,[6]
1856,[9]
1857,[28]
1858,"[6, 11]"
1859,[25]
1860,[28]
1861,[10]
1862,[16]
1863,[8]
1864,[28]
1865,[26]
1866,[9]
1867,[11]
1868,[12]
1869,[13]
1870,[2]
1871,[8]
1872,[9]
1873,[7]
1874,[10]
1875,[30]
1876,[9]
1877,[15]
1878,[28]
1879,[28]
1880,[11]
1881,[20]
1882,[28]
1883,[10]
1884,[26]
1885,[15]
1886,[15]
1887,[13]
1888,"[5, 20]"
1889,[26]
1890,[28]
1891,[7]
1892,[5]
1893,[8]
1894,[28]
1895,[25]
1896,[9]
1897,[28]
1898,[7]
1899,[25]
1900,[5]
1901,[4]
1902,[11]
1903,"[5, 11, 26]"
1904,[13]
1905,[18]
1906,[5]
1907,[26]
1908,[8]
1909,"[26, 10]"
1910,[1]
1911,[17]
1912,"[2, 6]"
1913,[19]
1914,[22]
1915,[12]
1916,[8]
1917,[4]
1918,[28]
1919,[11]
1920,[28]
1921,"[12, 22]"
1922,"[11, 5]"
1923,[5]
1924,[19]
1925,[8]
1926,[17]
1927,[11]
1928,"[28, 6]"
1929,"[17, 19, 28]"
1930,[9]
1931,[28]
1932,"[12, 11]"
1933,"[28, 19]"
1934,[28]
1935,[28]
1936,[7]
1937,"[19, 28]"
1938,"[10, 26]"
1939,[7]
1940,[19]
1941,"[8, 19]"
1942,"[8, 6]"
1943,"[5, 25]"
1944,"[25, 28]"
1945,[28]
1946,[11]
1947,[20]
1948,"[9, 6]"
1949,[5]
1950,[1]
1951,[9]
1952,[13]
1953,[28]
1954,[8]
1955,[18]
1956,[12]
1957,[5]
1958,[4]
1959,[5]
1960,[12]
1961,[19]
1962,[11]
1963,"[9, 28]"
1964,"[11, 6]"
1965,"[9, 28, 25]"
1966,[27]
1967,"[26, 10]"
1968,[8]
1969,[9]
1970,"[11, 6]"
1971,[13]
1972,[8]
1973,[28]
1974,[11]
1975,[10]
1976,[4]
1977,[11]
1978,[19]
1979,[19]
1980,[13]
1981,[9]
1982,[7]
1983,[28]
1984,[25]
1985,[30]
1986,[26]
1987,[6]
1988,[28]
1989,[19]
1990,"[6, 15]"
1991,"[19, 11]"
1992,[11]
1993,[11]
1994,[11]
1995,[26]
1996,[11]
1997,"[11, 27]"
1998,[6]
1999,[11]
2000,"[9, 6, 7]"
2001,[11]
2002,[25]
2003,[11]
2004,[2]
2005,[16]
2006,"[6, 9, 19]"
2007,"[12, 6]"
2008,[28]
2009,[11]
2010,[15]
2011,[15]
2012,[20]
2013,[16]
2014,[6]
2015,[5]
2016,[19]
2017,[5]
2018,"[11, 12]"
2019,[11]
2020,[12]
2021,[6]
2022,[11]
2023,[19]
2024,[6]
2025,[17]
2026,"[9, 17]"
2027,[11]
2028,[25]
2029,[20]
2030,[11]
2031,"[17, 9]"
2032,[13]
2033,[13]
2034,[17]
2035,[12]
2036,[28]
2037,[1]
2038,[6]
2039,[9]
2040,"[9, 28, 25]"
2041,[11]
2042,[19]
2043,"[6, 9]"
2044,"[25, 11]"
2045,[6]
2046,[7]
2047,"[8, 6]"
2048,[2]
2049,[6]
2050,[19]
2051,"[6, 20]"
2052,"[1, 11, 17]"
2053,[11]
2054,[20]
2055,[12]
2056,[11]
2057,"[3, 9]"
2058,[7]
2059,[11]
2060,[8]
2061,[8]
2062,[11]
2063,[11]
2064,[1]
2065,"[9, 17]"
2066,"[9, 6, 25]"
2067,"[6, 25, 9]"
2068,[28]
2069,[8]
2070,[11]
2071,[17]
2072,[11]
2073,[28]
2074,"[6, 9, 11]"
2075,[15]
2076,[19]
2077,[15]
2078,[28]
2079,[13]
2080,"[6, 9]"
2081,[28]
2082,[6]
2083,[4]
2084,[11]
2085,[4]
2086,[11]
2087,[1]
2088,"[5, 11]"
2089,"[21, 28]"
2090,"[9, 11]"
2091,[6]
2092,[11]
2093,"[7, 9]"
2094,[9]
2095,[28]
2096,"[9, 6]"
2097,[8]
2098,[28]
2099,"[9, 6]"
2100,[11]
2101,"[25, 9, 6]"
2102,"[11, 6]"
2103,[5]
2104,[25]
2105,[7]
2106,"[12, 20]"
2107,[8]
2108,"[10, 11, 26]"
2109,[1]
2110,[5]
2111,[11]
2112,[8]
2113,[8]
2114,[19]
2115,[16]
2116,[6]
2117,"[25, 7]"
2118,[11]
2119,"[25, 28]"
2120,"[9, 17]"
2121,[25]
2122,[19]
2123,[18]
2124,[19]
2125,"[11, 28]"
2126,[7]
2127,[16]
2128,[6]
2129,[5]
2130,"[8, 4]"
2131,[16]
2132,[7]
2133,"[9, 17]"
2134,[11]
2135,[7]
2136,[5]
2137,[11]
2138,[5]
2139,[28]
2140,[1]
2141,[25]
2142,"[25, 19, 11]"
2143,[9]
2144,"[10, 11]"
2145,[11]
2146,[26]
2147,[7]
2148,[11]
2149,[11]
2150,[11]
2151,"[17, 11]"
2152,"[9, 28]"
2153,"[6, 11]"
2154,[19]
2155,[19]
2156,"[9, 6]"
2157,[28]
2158,[28]
2159,"[9, 11, 28]"
2160,[25]
2161,[26]
2162,[8]
2163,"[11, 12]"
2164,[5]
2165,[12]
2166,[11]
2167,"[9, 28]"
2168,[8]
2169,[6]
2170,[13]
2171,[12]
2172,[9]
2173,"[6, 2]"
2174,[7]
2175,[1]
2176,[25]
2177,"[17, 9]"
2178,[15]
2179,[15]
2180,[7]
2181,[11]
2182,[17]
2183,"[11, 16]"
2184,[8]
2185,[19]
2186,[23]
2187,[11]
2188,[28]
2189,[7]
2190,[11]
2191,[16]
2192,[15]
2193,[28]
2194,"[9, 25]"
2195,[12]
2196,[11]
2197,[15]
2198,[15]
2199,[13]
2200,"[26, 10, 23]"
2201,[28]
2202,[5]
2203,"[0, 25]"
2204,[11]
2205,[8]
2206,[5]
2207,[21]
2208,[1]
2209,[5]
2210,[6]
2211,[11]
2212,"[13, 28]"
2213,[6]
2214,[5]
2215,[25]
2216,[16]
2217,[11]
2218,[11]
2219,[1]
2220,"[15, 6]"
2221,[9]
2222,"[9, 28]"
2223,"[7, 0]"
2224,[11]
2225,[11]
2226,[19]
2227,[11]
2228,[4]
2229,[7]
2230,[11]
2231,[6]
2232,[23]
2233,[14]
2234,[26]
2235,[28]
2236,[19]
2237,[18]
2238,"[27, 16]"
2239,"[11, 25]"
2240,[28]
2241,[13]
2242,[6]
2243,"[6, 20]"
2244,[28]
2245,"[11, 25]"
2246,[28]
2247,"[0, 11, 12]"
2248,[7]
2249,[19]
2250,[11]
2251,[11]
2252,"[9, 25]"
2253,[7]
2254,"[11, 25]"
2255,"[15, 7]"
2256,[5]
2257,[11]
2258,[25]
2259,[28]
2260,[1]
2261,[8]
2262,[5]
2263,"[11, 18, 28]"
2264,[11]
2265,[7]
2266,[19]
2267,[25]
2268,"[8, 11]"
2269,[8]
2270,[1]
2271,"[8, 26]"
2272,[11]
2273,"[28, 21]"
2274,"[11, 5]"
2275,[18]
2276,"[26, 10]"
2277,[7]
2278,[12]
2279,"[9, 17]"
2280,[15]
2281,[12]
2282,[25]
2283,[6]
2284,[11]
2285,[19]
2286,"[11, 26, 25]"
2287,[5]
2288,"[20, 26]"
2289,[17]
2290,"[11, 28]"
2291,"[5, 1]"
2292,"[6, 9]"
2293,[16]
2294,[12]
2295,[16]
2296,[7]
2297,[11]
2298,[28]
2299,[17]
2300,[28]
2301,[15]
2302,"[20, 8]"
2303,[28]
2304,"[8, 11]"
2305,[12]
2306,[6]
2307,"[9, 6]"
2308,[14]
2309,[28]
2310,"[30, 22]"
2311,"[9, 28]"
2312,[8]
2313,[18]
2314,[17]
2315,"[19, 26]"
2316,[28]
2317,[17]
2318,"[20, 1]"
2319,"[25, 7]"
2320,[7]
2321,"[20, 8, 9]"
2322,[6]
2323,"[17, 11]"
2324,"[6, 8]"
2325,[17]
2326,"[15, 11]"
2327,[9]
2328,"[26, 10]"
2329,[9]
2330,"[0, 6, 20]"
2331,"[19, 28]"
2332,[1]
2333,"[10, 28]"
2334,[26]
2335,"[17, 9, 28]"
2336,[26]
2337,[28]
2338,[12]
2339,"[8, 6]"
2340,[7]
2341,[8]
2342,[10]
2343,"[11, 5]"
2344,"[1, 2]"
2345,[28]
2346,[26]
2347,"[17, 25, 9, 28]"
2348,"[9, 28, 25]"
2349,"[7, 9, 28]"
2350,[26]
2351,[15]
2352,[25]
2353,[6]
2354,[28]
2355,[8]
2356,[5]
2357,[17]
2358,[19]
2359,"[9, 25]"
2360,[8]
2361,"[9, 28]"
2362,[11]
2363,"[6, 28]"
2364,"[15, 11]"
2365,[28]
2366,[8]
2367,"[17, 9, 28]"
2368,[6]
2369,"[25, 9]"
2370,"[26, 17]"
2371,"[11, 29]"
2372,[28]
2373,[4]
2374,[20]
2375,"[9, 6, 25]"
2376,[4]
2377,"[28, 25]"
2378,[28]
2379,"[8, 5]"
2380,[6]
2381,[10]
2382,"[8, 11]"
2383,[28]
2384,"[9, 28]"
2385,"[11, 28]"
2386,"[7, 1]"
2387,[4]
2388,[4]
2389,"[8, 4]"
2390,[28]
2391,[26]
2392,[11]
2393,"[9, 6]"
2394,[8]
2395,"[1, 11]"
2396,"[28, 10]"
2397,[28]
2398,[26]
2399,[5]
2400,[26]
2401,[17]
2402,[28]
2403,"[18, 28]"
2404,"[8, 26]"
2405,[28]
2406,"[11, 15]"
2407,[12]
2408,"[7, 15]"
2409,[8]
2410,"[6, 28]"
2411,[28]
2412,"[1, 8]"
2413,"[28, 17]"
2414,"[9, 6]"
2415,[1]
2416,[16]
2417,[8]
2418,[17]
2419,"[19, 28]"
2420,[5]
2421,[6]
2422,[8]
2423,[30]
2424,[26]
2425,"[28, 12]"
2426,"[11, 26]"
2427,[11]
2428,[26]
2429,[5]
2430,[28]
2431,[15]
2432,[28]
2433,[17]
2434,[3]
2435,[11]
2436,[7]
2437,"[25, 9, 28]"
2438,[1]
2439,[11]
2440,[5]
2441,"[9, 6]"
2442,"[1, 8]"
2443,[28]
2444,"[5, 8, 26]"
2445,[28]
2446,[6]
2447,"[1, 6]"
2448,[28]
2449,"[2, 1]"
2450,[8]
2451,[19]
2452,[11]
2453,"[9, 6, 17]"
2454,"[26, 2]"
2455,"[8, 28]"
2456,[17]
2457,"[9, 6]"
2458,"[10, 11]"
2459,"[20, 8, 26]"
2460,[12]
2461,"[1, 8]"
2462,[1]
2463,[6]
2464,[8]
2465,[17]
2466,"[1, 7]"
2467,[11]
2468,[17]
2469,"[8, 26]"
2470,[6]
2471,[28]
2472,[28]
2473,[28]
2474,[28]
2475,"[9, 28]"
2476,[7]
2477,"[9, 17]"
2478,[1]
2479,"[8, 11]"
2480,"[1, 8]"
2481,"[8, 26]"
2482,[28]
2483,"[18, 25]"
2484,[10]
2485,[25]
2486,[1]
2487,"[1, 8]"
2488,[7]
2489,"[11, 28]"
2490,"[9, 28, 25]"
2491,"[12, 6]"
2492,[26]
2493,[8]
2494,[17]
2495,[6]
2496,[28]
2497,"[5, 1, 8]"
2498,"[8, 5]"
2499,[15]
2500,"[9, 18]"
2501,[6]
2502,"[9, 13, 28]"
2503,[28]
2504,"[9, 28]"
2505,"[6, 11]"
2506,[11]
2507,[9]
2508,"[6, 8]"
2509,[10]
2510,[8]
2511,[7]
2512,[5]
2513,[15]
2514,"[28, 25]"
2515,"[8, 11, 26, 20]"
2516,[28]
2517,[9]
2518,[17]
2519,[8]
2520,[6]
2521,[17]
2522,[7]
2523,[1]
2524,[12]
2525,[5]
2526,"[1, 8]"
2527,[6]
2528,"[9, 28]"
2529,"[8, 26]"
2530,"[9, 28]"
2531,"[6, 2]"
2532,"[26, 10]"
2533,"[26, 8]"
2534,"[8, 26, 5]"
2535,[6]
2536,"[8, 6]"
2537,[6]
2538,[5]
2539,[19]
2540,[28]
2541,[11]
2542,"[25, 28]"
2543,"[9, 6, 25]"
2544,[17]
2545,"[25, 9]"
2546,"[25, 1]"
2547,[26]
2548,[16]
2549,[11]
2550,"[8, 11, 20]"
2551,[28]
2552,[20]
2553,[5]
2554,[28]
2555,"[12, 6]"
2556,[28]
2557,[8]
2558,[6]
2559,"[19, 28]"
2560,"[8, 6]"
2561,[28]
2562,[5]
2563,[10]
2564,[7]
2565,[1]
2566,"[12, 11]"
2567,[20]
2568,[6]
2569,[1]
2570,"[7, 0]"
2571,"[18, 28]"
2572,"[6, 25]"
2573,"[25, 8, 7]"
2574,[16]
2575,[6]
2576,[28]
2577,"[8, 26]"
2578,"[13, 15]"
2579,[6]
2580,"[21, 11]"
2581,[9]
2582,"[6, 11]"
2583,"[9, 28]"
2584,[28]
2585,[0]
2586,[28]
2587,[13]
2588,"[7, 17]"
2589,[6]
2590,"[5, 11]"
2591,[10]
2592,[8]
2593,[8]
2594,"[11, 12]"
2595,"[8, 11, 6]"
2596,[5]
2597,[3]
2598,[1]
2599,"[7, 20]"
2600,[27]
2601,[19]
2602,[11]
2603,[5]
2604,"[6, 8]"
2605,[8]
2606,[6]
2607,[20]
2608,[6]
2609,"[26, 5]"
2610,"[9, 6]"
2611,"[12, 17]"
2612,[20]
2613,"[30, 28]"
2614,[12]
2615,[11]
2616,[7]
2617,[7]
2618,[14]
2619,[12]
2620,"[11, 8]"
2621,[15]
2622,[1]
2623,[25]
2624,[5]
2625,[8]
2626,[19]
2627,"[8, 26]"
2628,[1]
2629,[9]
2630,"[6, 8]"
2631,[10]
2632,[26]
2633,[2]
2634,[8]
2635,"[4, 26]"
2636,[25]
2637,[11]
2638,"[8, 11]"
2639,[8]
2640,[17]
2641,[5]
2642,[5]
2643,[2]
2644,[5]
2645,[28]
2646,[28]
2647,[8]
2648,[5]
2649,[20]
2650,"[10, 26]"
2651,[11]
2652,[25]
2653,[11]
2654,[15]
2655,[7]
2656,"[13, 18]"
2657,[19]
2658,[5]
2659,"[13, 18]"
2660,"[26, 10]"
2661,[12]
2662,[26]
2663,[8]
2664,[2]
2665,[8]
2666,[1]
2667,[11]
2668,[7]
2669,"[5, 15]"
2670,[11]
2671,"[8, 19, 26]"
2672,[28]
2673,[16]
2674,[11]
2675,"[6, 12]"
2676,[9]
2677,[7]
2678,[8]
2679,"[9, 6]"
2680,[5]
2681,[15]
2682,[9]
2683,[9]
2684,[11]
2685,[3]
2686,"[5, 26]"
2687,[5]
2688,[20]
2689,[8]
2690,[19]
2691,[15]
2692,[16]
2693,"[8, 6]"
2694,[16]
2695,[8]
2696,[7]
2697,[5]
2698,"[12, 28]"
2699,[11]
2700,[19]
2701,[1]
2702,[5]
2703,[13]
2704,[5]
2705,"[28, 21]"
2706,[5]
2707,"[8, 5]"
2708,[2]
2709,[6]
2710,[13]
2711,[1]
2712,"[5, 6]"
2713,[1]
2714,[8]
2715,[19]
2716,[7]
2717,[12]
2718,[5]
2719,[11]
2720,"[12, 11]"
2721,[11]
2722,[5]
2723,"[13, 12]"
2724,[5]
2725,[20]
2726,[19]
2727,[19]
2728,[23]
2729,[2]
2730,[11]
2731,[19]
2732,[19]
2733,[5]
2734,[19]
2735,"[26, 5]"
2736,[5]
2737,[13]
2738,[25]
2739,[9]
2740,[13]
2741,[28]
2742,[11]
2743,"[6, 26]"
2744,[26]
2745,[7]
2746,[5]
2747,"[1, 8]"
2748,[6]
2749,"[11, 25]"
2750,[28]
2751,[20]
2752,[8]
2753,[1]
2754,[28]
2755,[19]
2756,"[19, 26]"
2757,"[25, 11]"
2758,[7]
2759,"[8, 9]"
2760,"[14, 27]"
2761,[11]
2762,"[25, 11]"
2763,[11]
2764,[5]
2765,[26]
2766,[28]
2767,[5]
2768,[16]
2769,"[8, 26]"
2770,[1]
2771,[28]
2772,[11]
2773,[19]
2774,[11]
2775,[16]
2776,"[11, 30]"
2777,[7]
2778,[8]
2779,[6]
2780,[17]
2781,[3]
2782,[19]
2783,[5]
2784,[28]
2785,[11]
2786,"[25, 6]"
2787,[8]
2788,[15]
2789,[8]
2790,"[26, 10]"
2791,"[25, 8]"
2792,"[8, 6]"
2793,[8]
2794,"[7, 11]"
2795,[8]
2796,[12]
2797,[6]
2798,[8]
2799,[18]
2800,[11]
2801,[8]
2802,[5]
2803,[11]
2804,[28]
2805,[19]
2806,[25]
2807,[19]
2808,[7]
2809,[19]
2810,[13]
2811,"[12, 17]"
2812,[15]
2813,[28]
2814,[13]
2815,[16]
2816,[19]
2817,[15]
2818,[7]
2819,[7]
2820,[11]
2821,[11]
2822,[16]
2823,[15]
2824,"[6, 8, 26]"
2825,[6]
2826,[11]
2827,[9]
2828,[11]
2829,[5]
2830,[5]
2831,[28]
2832,[17]
2833,[11]
2834,[25]
2835,[20]
2836,[1]
2837,"[8, 20, 2]"
2838,[28]
2839,"[6, 28]"
2840,"[11, 26]"
2841,[8]
2842,[11]
2843,[11]
2844,[11]
2845,[5]
2846,[14]
2847,"[9, 25]"
2848,[5]
2849,[4]
2850,[2]
2851,[8]
2852,[25]
2853,"[11, 7]"
2854,"[9, 6]"
2855,"[8, 26]"
2856,[11]
2857,[11]
2858,[17]
2859,"[8, 26, 6]"
2860,[20]
2861,[8]
2862,"[6, 8, 11]"
2863,[11]
2864,[15]
2865,[19]
2866,[28]
2867,[19]
2868,[11]
2869,[12]
2870,"[25, 9]"
2871,"[19, 28]"
2872,[5]
2873,[11]
2874,[11]
2875,[6]
2876,"[6, 28]"
2877,[20]
2878,[5]
2879,[18]
2880,[1]
2881,[1]
2882,[8]
2883,[11]
2884,[8]
2885,[28]
2886,[9]
2887,[12]
2888,[19]
2889,[2]
2890,[5]
2891,[25]
2892,[19]
2893,[11]
2894,"[26, 10]"
2895,"[11, 26]"
2896,[28]
2897,[2]
2898,[5]
2899,"[11, 25]"
2900,[12]
2901,[18]
2902,"[17, 8]"
2903,[13]
2904,[19]
2905,"[9, 28]"
2906,[12]
2907,[12]
2908,[17]
2909,[19]
2910,[7]
2911,[5]
2912,[15]
2913,"[6, 9]"
2914,"[6, 2, 8, 9]"
2915,[11]
2916,[16]
2917,[8]
2918,[6]
2919,[11]
2920,[17]
2921,[19]
2922,"[8, 26]"
2923,[5]
2924,[6]
2925,"[2, 11]"
2926,[2]
2927,[11]
2928,[8]
2929,[17]
2930,[6]
2931,[19]
2932,"[7, 1]"
2933,[5]
2934,[25]
2935,[18]
2936,[17]
2937,[18]
2938,[11]
2939,"[8, 26]"
2940,"[25, 9, 6]"
2941,[8]
2942,[28]
2943,"[6, 8]"
2944,"[6, 8, 11]"
2945,[19]
2946,[7]
2947,[11]
2948,[19]
2949,[5]
2950,[26]
2951,[25]
2952,[25]
2953,"[15, 19]"
2954,"[9, 6]"
2955,"[8, 20]"
2956,"[6, 2]"
2957,"[6, 9]"
2958,[7]
2959,[5]
2960,[19]
2961,[5]
2962,[8]
2963,[13]
2964,[9]
2965,[22]
2966,"[7, 25]"
2967,[16]
2968,[28]
2969,[5]
2970,[1]
2971,"[6, 2]"
2972,"[12, 17]"
2973,[3]
2974,[11]
2975,"[11, 16]"
2976,[25]
2977,[5]
2978,"[1, 20]"
2979,[11]
2980,[11]
2981,[3]
2982,[19]
2983,[13]
2984,[11]
2985,[13]
2986,[8]
2987,[23]
2988,[19]
2989,[19]
2990,[11]
2991,[6]
2992,[5]
2993,[16]
2994,[11]
2995,"[6, 9]"
2996,[9]
2997,[8]
2998,[11]
2999,"[8, 11]"
3000,[28]
3001,[18]
3002,"[9, 17]"
3003,[7]
3004,"[11, 20]"
3005,[7]
3006,[1]
3007,[28]
3008,[11]
3009,"[11, 6]"
3010,[11]
3011,"[8, 6]"
3012,[25]
3013,[3]
3014,[25]
3015,"[11, 12]"
3016,[18]
3017,[5]
3018,"[6, 8]"
3019,[7]
3020,[15]
3021,[6]
3022,[1]
3023,[26]
3024,[26]
3025,"[9, 6]"
3026,[28]
3027,[7]
3028,"[15, 9]"
3029,"[8, 26]"
3030,[4]
3031,[2]
3032,[1]
3033,"[19, 28]"
3034,[10]
3035,[17]
3036,[28]
3037,[11]
3038,[7]
3039,[19]
3040,[5]
3041,[28]
3042,"[11, 26]"
3043,[5]
3044,[28]
3045,[28]
3046,[2]
3047,[12]
3048,[8]
3049,[28]
3050,[28]
3051,"[4, 12]"
3052,[5]
3053,[7]
3054,"[28, 21]"
3055,[18]
3056,[9]
3057,[7]
3058,"[8, 20]"
3059,"[20, 18]"
3060,"[10, 26]"
3061,[28]
3062,[12]
3063,[28]
3064,[12]
3065,"[19, 28]"
3066,[1]
3067,[8]
3068,"[30, 9]"
3069,"[6, 9]"
3070,"[8, 26]"
3071,"[8, 11]"
3072,"[9, 28, 12]"
3073,[5]
3074,[7]
3075,"[11, 8]"
3076,"[15, 29]"
3077,[17]
3078,[30]
3079,[28]
3080,"[9, 28]"
3081,[11]
3082,"[26, 10]"
3083,"[14, 25]"
3084,"[22, 11]"
3085,[28]
3086,"[9, 25]"
3087,"[8, 4]"
3088,[1]
3089,"[9, 28]"
3090,[25]
3091,[5]
3092,[8]
3093,[20]
3094,"[8, 9]"
3095,[5]
3096,[26]
3097,[4]
3098,"[8, 11, 6]"
3099,[12]
3100,[28]
3101,[5]
3102,[28]
3103,[28]
3104,"[8, 9, 26]"
3105,"[17, 28]"
3106,[16]
3107,[28]
3108,"[10, 23]"
3109,[16]
3110,[20]
3111,[8]
3112,"[6, 8]"
3113,"[28, 13]"
3114,[28]
3115,[7]
3116,"[28, 17]"
3117,[7]
3118,"[9, 28, 25]"
3119,[26]
3120,"[8, 26]"
3121,[28]
3122,[28]
3123,[8]
3124,"[25, 9, 11]"
3125,[17]
3126,"[11, 28]"
3127,[28]
3128,[28]
3129,"[6, 8]"
3130,[28]
3131,[25]
3132,"[19, 28]"
3133,"[7, 25, 28]"
3134,[8]
3135,[15]
3136,"[8, 6]"
3137,[12]
3138,"[25, 28, 7]"
3139,"[30, 11]"
3140,"[26, 6]"
3141,[16]
3142,[5]
3143,[19]
3144,[12]
3145,"[9, 6, 2]"
3146,[26]
3147,[5]
3148,[6]
3149,"[26, 6, 25]"
3150,[12]
3151,[28]
3152,[15]
3153,[8]
3154,[4]
3155,[14]
3156,[8]
3157,[11]
3158,[5]
3159,[9]
3160,"[11, 28]"
3161,[5]
3162,"[9, 6]"
3163,[11]
3164,[18]
3165,"[11, 25]"
3166,[28]
3167,[17]
3168,[3]
3169,[11]
3170,[8]
3171,[19]
3172,[16]
3173,[11]
3174,[11]
3175,[19]
3176,[11]
3177,[19]
3178,[11]
3179,[28]
3180,[19]
3181,[17]
3182,[28]
3183,"[28, 25]"
3184,[28]
3185,"[9, 28]"
3186,[11]
3187,[12]
3188,[11]
3189,"[28, 9]"
3190,[5]
3191,[28]
3192,"[2, 11]"
3193,[13]
3194,[1]
3195,[28]
3196,[5]
3197,"[8, 26]"
3198,[28]
3199,[5]
3200,[28]
3201,[19]
3202,[19]
3203,[11]
3204,[6]
3205,[1]
3206,[11]
3207,[20]
3208,[19]
3209,[11]
3210,[11]
3211,[28]
3212,[11]
3213,[7]
3214,[19]
3215,[7]
3216,[5]
3217,[18]
3218,[11]
3219,[1]
3220,[15]
3221,"[26, 6, 20]"
3222,[17]
3223,[19]
3224,"[9, 12]"
3225,[19]
3226,[11]
3227,[4]
3228,[11]
3229,[11]
3230,[8]
3231,[28]
3232,[11]
3233,[8]
3234,[12]
3235,[11]
3236,[8]
3237,[1]
3238,[11]
3239,[2]
3240,[8]
3241,[25]
3242,[6]
3243,"[9, 6]"
3244,[10]
3245,[28]
3246,[11]
3247,[28]
3248,[5]
3249,"[6, 17]"
3250,"[1, 7]"
3251,[25]
3252,[21]
3253,[11]
3254,[1]
3255,[5]
3256,[14]
3257,[11]
3258,[28]
3259,[7]
3260,"[13, 25]"
3261,[7]
3262,[17]
3263,[11]
3264,[17]
3265,[20]
3266,"[6, 8]"
3267,[19]
3268,[5]
3269,[5]
3270,[1]
3271,[12]
3272,"[8, 26]"
3273,[11]
3274,[9]
3275,[23]
3276,[19]
3277,[11]
3278,[28]
3279,[9]
3280,[15]
3281,[28]
3282,"[1, 8]"
3283,"[9, 11]"
3284,[5]
3285,[11]
3286,[28]
3287,[7]
3288,[28]
3289,[26]
3290,[28]
3291,[15]
3292,[11]
3293,[25]
3294,[28]
3295,[23]
3296,[8]
3297,[11]
3298,[19]
3299,[9]
3300,[7]
3301,[11]
3302,[25]
3303,[1]
3304,"[17, 28]"
3305,[11]
3306,[11]
3307,"[25, 28]"
3308,[19]
3309,[2]
3310,[17]
3311,[11]
3312,[10]
3313,[5]
3314,[28]
3315,"[9, 6]"
3316,[8]
3317,[11]
3318,"[12, 9]"
3319,[13]
3320,[6]
3321,[11]
3322,[11]
3323,[5]
3324,[18]
3325,[8]
3326,[11]
3327,[28]
3328,[10]
3329,[11]
3330,"[26, 28]"
3331,[14]
3332,[12]
3333,"[8, 26, 5]"
3334,[14]
3335,[8]
3336,[1]
3337,[5]
3338,[28]
3339,[11]
3340,[18]
3341,[8]
3342,[19]
3343,[6]
3344,[28]
3345,[13]
3346,[11]
3347,"[0, 8, 26, 6]"
3348,[5]
3349,[11]
3350,[1]
3351,[9]
3352,[11]
3353,[11]
3354,[19]
3355,[13]
3356,[5]
3357,[11]
3358,[11]
3359,"[11, 15]"
3360,"[11, 28]"
3361,[25]
3362,[12]
3363,[11]
3364,[19]
3365,[16]
3366,[11]
3367,[8]
3368,[11]
3369,[19]
3370,[5]
3371,[11]
3372,[11]
3373,[25]
3374,[1]
3375,[5]
3376,[6]
3377,[8]
3378,[8]
3379,[1]
3380,[11]
3381,"[9, 6]"
3382,"[9, 11, 25]"
3383,[18]
3384,[28]
3385,[8]
3386,"[1, 2]"
3387,[8]
3388,[11]
3389,[12]
3390,[26]
3391,[28]
3392,[8]
3393,[25]
3394,[16]
3395,[18]
3396,[3]
3397,[13]
3398,[19]
3399,[19]
3400,[18]
3401,[11]
3402,[19]
3403,[19]
3404,"[25, 1]"
3405,[11]
3406,[8]
3407,"[0, 5]"
3408,"[6, 11]"
3409,[8]
3410,[28]
3411,[8]
3412,"[15, 9]"
3413,[9]
3414,[19]
3415,[2]
3416,[18]
